,user,movie
381,3393,1234
382,3393,1259
383,3393,1278
384,3393,1291
385,3393,1356
386,3393,1374
387,3393,1378
388,3393,1527
389,3393,1590
390,3393,1610
391,3393,1617
392,3393,1947
393,3393,1967
394,3393,2005
395,3393,2010
396,3393,2019
397,3393,2067
398,3393,2076
399,3393,2105
400,3393,2291
401,3393,2366
402,3393,2916
403,3393,2921
404,3393,2941
405,3393,2947
406,3393,2948
407,3393,3386
408,3393,3439
409,3393,3440
410,3393,3476
411,3393,3703
412,3393,3807
413,3394,6
414,3394,34
415,3394,175
416,3394,253
417,3394,296
418,3394,308
419,3394,319
420,3394,377
421,3394,555
422,3394,556
423,3394,589
424,3394,898
425,3394,903
426,3394,923
427,3394,930
428,3394,940
429,3394,1077
430,3394,1161
431,3394,1207
432,3394,1208
433,3394,1213
434,3394,1221
435,3394,1230
436,3394,1234
437,3394,1247
438,3394,1254
439,3394,1259
440,3394,1260
441,3394,1262
442,3394,1267
443,3394,1278
444,3394,1287
445,3394,1291
446,3394,1299
447,3394,1304
448,3394,1358
449,3394,1361
450,3394,1407
451,3394,1610
452,3394,1944
453,3394,1953
454,3394,1960
455,3394,1982
456,3394,1983
457,3394,2064
458,3394,2100
459,3394,2186
460,3394,2291
461,3394,2731
462,3394,2746
463,3394,2797
464,3394,2804
465,3394,2858
466,3394,2936
467,3394,2948
468,3394,2949
469,3394,3006
470,3394,3095
471,3394,3145
472,3394,3152
473,3394,3384
474,3394,3471
475,3394,3499
476,3394,3535
477,3394,3627
478,3394,3658
479,3394,3702
480,3394,3751
481,3395,173
482,3395,1721
483,3395,2395
484,3395,2683
485,3395,2688
486,3395,2997
487,3395,3148
488,3396,165
489,3396,180
490,3396,1148
491,3396,1196
492,3396,1198
493,3396,1218
494,3396,3070
495,3396,3462
496,3396,3793
497,3397,260
498,3397,1393
499,3397,1952
500,3397,2804
501,3397,3766
502,3398,34
503,3398,457
504,3398,523
505,3398,1213
506,3398,1446
507,3398,2289
508,3398,2762
509,3398,3105
510,3398,3273
511,3398,3623
512,3399,1
513,3399,32
514,3399,150
515,3399,364
516,3399,474
517,3399,517
518,3399,673
519,3399,780
520,3399,1060
521,3399,1100
522,3399,1127
523,3399,1200
524,3399,1356
525,3399,1358
526,3399,1376
527,3399,1377
528,3399,1391
529,3399,1396
530,3399,1527
531,3399,1704
532,3399,2092
533,3399,2355
534,3399,2376
535,3399,2433
536,3399,2572
537,3399,2710
538,3399,2716
539,3399,2881
540,3399,2949
541,3399,2989
542,3399,2997
543,3399,3020
544,3399,3082
545,3399,3114
546,3399,3175
547,3399,3763
548,3400,145
549,3400,165
550,3400,423
551,3400,648
552,3400,733
553,3400,736
554,3400,780
555,3400,858
556,3400,1210
557,3400,1222
558,3400,1240
559,3400,1275
560,3400,1287
561,3400,1587
562,3400,1754
563,3400,2028
564,3400,2115
565,3400,2457
566,3400,2529
567,3400,2699
568,3400,2826
569,3400,3578
570,3400,3755
571,3401,34
572,3401,592
573,3401,870
574,3401,921
575,3401,953
576,3401,1073
577,3401,1091
578,3401,1230
579,3401,1238
580,3401,1240
581,3401,1265
582,3401,1270
583,3401,1291
584,3401,1347
585,3401,1370
586,3401,1394
587,3401,1395
588,3401,1569
589,3401,1663
590,3401,1682
591,3401,1732
592,3401,1863
593,3401,1961
594,3401,1975
595,3401,1999
596,3401,2001
597,3401,2011
598,3401,2100
599,3401,2145
600,3401,2146
601,3401,2174
602,3401,2273
603,3401,2311
604,3401,2335
605,3401,2354
606,3401,2359
607,3401,2372
608,3401,2378
609,3401,2384
610,3401,2406
611,3401,2413
612,3401,2474
613,3401,2505
614,3401,2616
615,3401,2642
616,3401,2779
617,3401,2872
618,3401,2985
619,3401,2987
620,3401,2989
621,3401,3062
622,3401,3101
623,3401,3102
624,3401,3114
625,3401,3235
626,3401,3445
627,3401,3702
628,3401,3751
629,3401,3811
630,3401,3841
631,3402,34
632,3402,50
633,3402,58
634,3402,105
635,3402,357
636,3402,541
637,3402,593
638,3402,608
639,3402,1077
640,3402,1090
641,3402,1147
642,3402,1179
643,3402,1193
644,3402,1196
645,3402,1201
646,3402,1209
647,3402,1219
648,3402,1247
649,3402,1252
650,3402,1300
651,3402,1303
652,3402,1348
653,3402,1362
654,3402,1387
655,3402,1394
656,3402,1945
657,3402,1954
658,3402,1959
659,3402,2070
660,3402,2075
661,3402,2100
662,3402,2227
663,3402,2303
664,3402,2351
665,3402,2396
666,3402,2677
667,3402,2779
668,3402,2788
669,3402,2936
670,3402,2944
671,3402,2951
672,3402,3089
673,3402,3114
674,3402,3134
675,3402,3307
676,3402,3456
677,3402,3469
678,3402,3545
679,3402,3598
680,3402,3671
681,3403,353
682,3403,480
683,3403,507
684,3403,736
685,3403,741
686,3403,780
687,3403,786
688,3403,800
689,3403,910
690,3403,954
691,3403,994
692,3403,1099
693,3403,1136
694,3403,1206
695,3403,1213
696,3403,1250
697,3403,1301
698,3403,1358
699,3403,1385
700,3403,1387
701,3403,1405
702,3403,1465
703,3403,1616
704,3403,1627
705,3403,1722
706,3403,1907
707,3403,1920
708,3403,2132
709,3403,2334
710,3403,2600
711,3403,2617
712,3403,2687
713,3403,2728
714,3403,2846
715,3403,2857
716,3403,2987
717,3403,3020
718,3403,3074
719,3403,3082
720,3403,3107
721,3403,3178
722,3403,3469
723,3403,3745
724,3403,3754
725,3403,3792
726,3404,316
727,3404,2291
728,3404,2617
729,3404,2916
730,3404,3175
731,3404,3798
732,3405,1208
733,3405,1968
734,3405,2028
735,3406,1196
736,3406,1225
737,3406,1258
738,3406,1270
739,3406,1299
740,3406,1960
741,3406,2248
742,3406,3101
743,3406,3684
744,3406,3744
745,3406,3861
746,3407,260
747,3407,356
748,3407,1219
749,3407,1286
750,3407,1358
751,3407,2571
752,3407,3404
753,3408,318
754,3408,457
755,3408,553
756,3408,594
757,3408,858
758,3408,912
759,3408,920
760,3408,1007
761,3408,1136
762,3408,1197
763,3408,1201
764,3408,1278
765,3408,1387
766,3408,1394
767,3408,1639
768,3408,1732
769,3408,1907
770,3408,2078
771,3408,2140
772,3408,2194
773,3408,2396
774,3408,2804
775,3408,3386
776,3408,3397
777,3408,3494
778,3409,50
779,3409,225
780,3409,356
781,3409,377
782,3409,521
783,3409,832
784,3409,1573
785,3409,1620
786,3409,2278
787,3409,2320
788,3410,25
789,3410,32
790,3410,111
791,3410,144
792,3410,152
793,3410,154
794,3410,171
795,3410,246
796,3410,319
797,3410,329
798,3410,410
799,3410,457
800,3410,474
801,3410,481
802,3410,492
803,3410,509
804,3410,592
805,3410,648
806,3410,784
807,3410,785
808,3410,861
809,3410,903
810,3410,906
811,3410,914
812,3410,922
813,3410,928
814,3410,1009
815,3410,1035
816,3410,1060
817,3410,1077
818,3410,1093
819,3410,1095
820,3410,1096
821,3410,1104
822,3410,1127
823,3410,1148
824,3410,1187
825,3410,1188
826,3410,1198
827,3410,1199
828,3410,1213
829,3410,1214
830,3410,1219
831,3410,1265
832,3410,1280
833,3410,1291
834,3410,1293
835,3410,1294
836,3410,1345
837,3410,1347
838,3410,1372
839,3410,1374
840,3410,1376
841,3410,1377
842,3410,1381
843,3410,1387
844,3410,1407
845,3410,1408
846,3410,1517
847,3410,1571
848,3410,1611
849,3410,1673
850,3410,1694
851,3410,1704
852,3410,1732
853,3410,1834
854,3410,1913
855,3410,1954
856,3410,1956
857,3410,1961
858,3410,1982
859,3410,2021
860,3410,2059
861,3410,2078
862,3410,2091
863,3410,2146
864,3410,2243
865,3410,2291
866,3410,2359
867,3410,2366
868,3410,2369
869,3410,2410
870,3410,2469
871,3410,2528
872,3410,2640
873,3410,2641
874,3410,2683
875,3410,2791
876,3410,2793
877,3410,2802
878,3410,2871
879,3410,2908
880,3410,2918
881,3410,2919
882,3410,2947
883,3410,2966
884,3410,3044
885,3410,3247
886,3410,3249
887,3410,3255
888,3410,3273
889,3410,3281
890,3410,3379
891,3410,3408
892,3410,3418
893,3410,3504
894,3410,3507
895,3410,3543
896,3410,3546
897,3410,3548
898,3410,3555
899,3410,3578
900,3410,3614
901,3410,3751
902,3410,3755
903,3410,3770
904,3411,153
905,3411,244
906,3411,344
907,3411,405
908,3411,471
909,3411,473
910,3411,586
911,3411,608
912,3411,733
913,3411,748
914,3411,780
915,3411,920
916,3411,1215
917,3411,1222
918,3411,1250
919,3411,1275
920,3411,1320
921,3411,1688
922,3411,1707
923,3411,1975
924,3411,1981
925,3411,2046
926,3411,2054
927,3411,2115
928,3411,2167
929,3411,2174
930,3411,2329
931,3411,2336
932,3411,2355
933,3411,2505
934,3411,2599
935,3411,2686
936,3411,2717
937,3411,2826
938,3411,2918
939,3411,3355
940,3411,3424
941,3411,3448
942,3412,3513
943,3412,3717
944,3412,3744
945,3412,3798
946,3412,3825
947,3412,3827
948,3413,541
949,3413,1094
950,3413,1199
951,3413,1321
952,3413,1927
953,3413,1956
954,3413,2571
955,3413,2706
956,3413,3060
957,3413,3107
958,3413,3623
959,3413,3725
960,3414,10
961,3414,34
962,3414,47
963,3414,60
964,3414,181
965,3414,198
966,3414,339
967,3414,367
968,3414,442
969,3414,541
970,3414,593
971,3414,748
972,3414,912
973,3414,998
974,3414,1090
975,3414,1197
976,3414,1207
977,3414,1210
978,3414,1265
979,3414,1372
980,3414,1387
981,3414,1438
982,3414,1479
983,3414,1499
984,3414,1573
985,3414,1590
986,3414,1603
987,3414,1610
988,3414,1876
989,3414,1918
990,3414,2115
991,3414,2143
992,3414,2161
993,3414,2291
994,3414,2393
995,3414,2405
996,3414,2527
997,3414,2571
998,3414,2672
999,3414,2762
1000,3414,2763
1001,3414,2807
1002,3414,2816
1003,3414,2947
1004,3414,2985
1005,3414,3082
1006,3414,3175
1007,3414,3439
1008,3414,3444
1009,3414,3698
1010,3414,3821
1011,3415,52
1012,3415,357
1013,3415,364
1014,3415,440
1015,3415,457
1016,3415,539
1017,3415,541
1018,3415,708
1019,3415,1079
1020,3415,1186
1021,3415,1200
1022,3415,1210
1023,3415,1233
1024,3415,1265
1025,3415,1374
1026,3415,1396
1027,3415,1416
1028,3415,1517
1029,3415,1610
1030,3415,1663
1031,3415,1883
1032,3415,2000
1033,3415,2006
1034,3415,2083
1035,3415,2124
1036,3415,2150
1037,3415,2174
1038,3415,2294
1039,3415,2463
1040,3415,2467
1041,3415,2518
1042,3415,2763
1043,3415,2883
1044,3415,3104
1045,3415,3147
1046,3415,3361
1047,3415,3699
1048,3415,3712
1049,3415,3751
1050,3416,6
1051,3416,11
1052,3416,24
1053,3416,39
1054,3416,93
1055,3416,110
1056,3416,170
1057,3416,217
1058,3416,223
1059,3416,233
1060,3416,236
1061,3416,249
1062,3416,325
1063,3416,353
1064,3416,362
1065,3416,407
1066,3416,410
1067,3416,441
1068,3416,447
1069,3416,500
1070,3416,504
1071,3416,521
1072,3416,529
1073,3416,534
1074,3416,541
1075,3416,551
1076,3416,580
1077,3416,587
1078,3416,597
1079,3416,720
1080,3416,741
1081,3416,761
1082,3416,778
1083,3416,832
1084,3416,1034
1085,3416,1037
1086,3416,1059
1087,3416,1127
1088,3416,1265
1089,3416,1297
1090,3416,1372
1091,3416,1387
1092,3416,1479
1093,3416,1603
1094,3416,1606
1095,3416,1608
1096,3416,1616
1097,3416,1640
1098,3416,1672
1099,3416,1704
1100,3416,1726
1101,3416,1729
1102,3416,1747
1103,3416,1831
1104,3416,1849
1105,3416,1882
1106,3416,1885
1107,3416,1918
1108,3416,1920
1109,3416,1968
1110,3416,2023
1111,3416,2105
1112,3416,2107
1113,3416,2138
1114,3416,2140
1115,3416,2143
1116,3416,2153
1117,3416,2155
1118,3416,2161
1119,3416,2165
1120,3416,2253
1121,3416,2263
1122,3416,2289
1123,3416,2325
1124,3416,2340
1125,3416,2353
1126,3416,2424
1127,3416,2429
1128,3416,2447
1129,3416,2541
1130,3416,2628
1131,3416,2822
1132,3416,3063
1133,3416,3064
1134,3416,3252
1135,3416,3253
1136,3416,3255
1137,3416,3258
1138,3416,3438
1139,3416,3463
1140,3416,3479
1141,3416,3489
1142,3416,3686
1143,3416,3802
1144,3416,3835
1145,3416,3864
1146,3417,908
1147,3417,912
1148,3417,922
1149,3417,923
1150,3417,1136
1151,3417,1175
1152,3417,1179
1153,3417,1278
1154,3417,1547
1155,3417,1965
1156,3417,2360
1157,3417,2361
1158,3417,2396
1159,3417,2987
1160,3417,3364
1161,3417,3421
1162,3418,34
1163,3418,150
1164,3418,319
1165,3418,357
1166,3418,432
1167,3418,514
1168,3418,562
1169,3418,608
1170,3418,778
1171,3418,928
1172,3418,1171
1173,3418,1179
1174,3418,1210
1175,3418,1213
1176,3418,1224
1177,3418,1370
1178,3418,1542
1179,3418,1554
1180,3418,1699
1181,3418,1747
1182,3418,2395
1183,3418,2478
1184,3418,2599
1185,3418,2620
1186,3418,2817
1187,3418,2997
1188,3418,3044
1189,3418,3052
1190,3418,3108
1191,3418,3146
1192,3418,3176
1193,3418,3261
1194,3418,3273
1195,3418,3301
1196,3418,3398
1197,3419,541
1198,3419,673
1199,3419,920
1200,3419,1198
1201,3419,1206
1202,3419,1214
1203,3419,1291
1204,3419,1371
1205,3419,1909
1206,3419,2012
1207,3419,2054
1208,3419,2067
1209,3419,2081
1210,3419,2115
1211,3419,2161
1212,3419,2313
1213,3419,2396
1214,3419,2628
1215,3419,2640
1216,3419,2797
1217,3419,3098
1218,3419,3471
1219,3420,481
1220,3420,2599
1221,3420,2628
1222,3420,3404
1223,3421,344
1224,3421,409
1225,3421,1721
1226,3421,2971
1227,3421,3421
1228,3422,20
1229,3422,47
1230,3422,318
1231,3422,339
1232,3422,353
1233,3422,377
1234,3422,379
1235,3422,415
1236,3422,429
1237,3422,432
1238,3422,435
1239,3422,466
1240,3422,487
1241,3422,517
1242,3422,543
1243,3422,551
1244,3422,552
1245,3422,564
1246,3422,608
1247,3422,912
1248,3422,1021
1249,3422,1042
1250,3422,1073
1251,3422,1079
1252,3422,1091
1253,3422,1126
1254,3422,1127
1255,3422,1196
1256,3422,1265
1257,3422,1266
1258,3422,1290
1259,3422,1297
1260,3422,1356
1261,3422,1431
1262,3422,1439
1263,3422,1441
1264,3422,1616
1265,3422,1674
1266,3422,1883
1267,3422,1960
1268,3422,1968
1269,3422,2001
1270,3422,2002
1271,3422,2028
1272,3422,2081
1273,3422,2082
1274,3422,2094
1275,3422,2109
1276,3422,2117
1277,3422,2134
1278,3422,2247
1279,3422,2265
1280,3422,2291
1281,3422,2355
1282,3422,2381
1283,3422,2384
1284,3422,2418
1285,3422,2470
1286,3422,2528
1287,3422,2706
1288,3422,2716
1289,3422,2720
1290,3422,2735
1291,3422,2779
1292,3422,2791
1293,3422,2804
1294,3422,2819
1295,3422,2867
1296,3422,2870
1297,3422,2940
1298,3422,3039
1299,3422,3043
1300,3422,3102
1301,3422,3107
1302,3422,3204
1303,3422,3210
1304,3422,3263
1305,3422,3393
1306,3422,3516
1307,3422,3552
1308,3422,3608
1309,3422,3614
1310,3422,3688
1311,3422,3690
1312,3422,3763
1313,3422,3793
1314,3422,3809
1315,3423,34
1316,3423,110
1317,3423,196
1318,3423,239
1319,3423,316
1320,3423,317
1321,3423,329
1322,3423,356
1323,3423,610
1324,3423,611
1325,3423,750
1326,3423,1080
1327,3423,1097
1328,3423,1124
1329,3423,1135
1330,3423,1196
1331,3423,1208
1332,3423,1257
1333,3423,1297
1334,3423,1299
1335,3423,1304
1336,3423,1372
1337,3423,1376
1338,3423,1378
1339,3423,1562
1340,3423,1586
1341,3423,1620
1342,3423,1676
1343,3423,1732
1344,3423,1777
1345,3423,2011
1346,3423,2064
1347,3423,2072
1348,3423,2253
1349,3423,2471
1350,3423,2640
1351,3423,2826
1352,3423,2916
1353,3423,3087
1354,3423,3114
1355,3423,3175
1356,3423,3388
1357,3423,3591
1358,3423,3639
1359,3423,3688
1360,3423,3785
1361,3423,3868
1362,3424,296
1363,3424,300
1364,3424,454
1365,3424,471
1366,3424,474
1367,3424,527
1368,3424,832
1369,3424,1088
1370,3424,1610
1371,3424,1641
1372,3424,2058
1373,3424,2321
1374,3424,3301
1375,3424,3623
1376,3425,4
1377,3425,21
1378,3425,22
1379,3425,52
1380,3425,110
1381,3425,132
1382,3425,145
1383,3425,150
1384,3425,153
1385,3425,159
1386,3425,161
1387,3425,164
1388,3425,207
1389,3425,281
1390,3425,292
1391,3425,293
1392,3425,319
1393,3425,322
1394,3425,380
1395,3425,457
1396,3425,587
1397,3425,648
1398,3425,748
1399,3425,785
1400,3425,788
1401,3425,809
1402,3425,893
1403,3425,908
1404,3425,999
1405,3425,1027
1406,3425,1036
1407,3425,1042
1408,3425,1047
1409,3425,1089
1410,3425,1092
1411,3425,1136
1412,3425,1210
1413,3425,1228
1414,3425,1250
1415,3425,1262
1416,3425,1358
1417,3425,1466
1418,3425,1488
1419,3425,1499
1420,3425,1617
1421,3425,1626
1422,3425,1635
1423,3425,1639
1424,3425,1663
1425,3425,1719
1426,3425,1747
1427,3425,1841
1428,3425,1895
1429,3425,1917
1430,3425,1923
1431,3425,1953
1432,3425,1994
1433,3425,2002
1434,3425,2112
1435,3425,2161
1436,3425,2252
1437,3425,2264
1438,3425,2267
1439,3425,2389
1440,3425,2391
1441,3425,2439
1442,3425,2463
1443,3425,2492
1444,3425,2499
1445,3425,2542
1446,3425,2611
1447,3425,2858
1448,3425,2917
1449,3425,2976
1450,3425,2987
1451,3425,2997
1452,3425,3052
1453,3425,3101
1454,3425,3103
1455,3425,3160
1456,3425,3176
1457,3425,3210
1458,3425,3256
1459,3425,3267
1460,3425,3361
1461,3425,3502
1462,3425,3505
1463,3425,3527
1464,3425,3529
1465,3425,3557
1466,3425,3671
1467,3425,3755
1468,3426,595
1469,3426,904
1470,3426,1196
1471,3426,1252
1472,3426,1358
1473,3426,1625
1474,3426,1674
1475,3426,1953
1476,3426,2208
1477,3426,2212
1478,3426,2288
1479,3426,2819
1480,3426,2916
1481,3426,3204
1482,3426,3265
1483,3427,474
1484,3427,1200
1485,3427,1240
1486,3427,1358
1487,3427,1562
1488,3427,1674
1489,3427,2058
1490,3427,2278
1491,3427,3501
1492,3427,3763
1493,3428,105
1494,3428,349
1495,3428,362
1496,3428,440
1497,3428,480
1498,3428,590
1499,3428,678
1500,3428,912
1501,3428,969
1502,3428,1027
1503,3428,1193
1504,3428,1231
1505,3428,1721
1506,3428,1947
1507,3428,1959
1508,3428,1960
1509,3428,2571
1510,3428,2716
1511,3429,162
1512,3429,803
1513,3429,1041
1514,3429,1183
1515,3429,1407
1516,3429,1836
1517,3429,2020
1518,3429,2297
1519,3429,2580
1520,3430,17
1521,3430,52
1522,3430,62
1523,3430,150
1524,3430,155
1525,3430,296
1526,3430,440
1527,3430,480
1528,3430,589
1529,3430,590
1530,3430,593
1531,3430,595
1532,3430,920
1533,3430,954
1534,3430,1035
1535,3430,1199
1536,3430,1213
1537,3430,1266
1538,3430,1303
1539,3430,1387
1540,3430,1480
1541,3430,1537
1542,3430,1584
1543,3430,1660
1544,3430,1673
1545,3430,1784
1546,3430,1810
1547,3430,1900
1548,3430,1960
1549,3430,2078
1550,3430,2092
1551,3430,2100
1552,3430,2442
1553,3430,2554
1554,3430,2692
1555,3430,2890
1556,3430,2917
1557,3430,2918
1558,3430,2997
1559,3430,3006
1560,3430,3052
1561,3430,3100
1562,3430,3160
1563,3430,3347
1564,3430,3365
1565,3430,3418
1566,3430,3452
1567,3430,3469
1568,3431,552
1569,3431,914
1570,3431,1247
1571,3431,1307
1572,3431,1408
1573,3431,2067
1574,3431,2366
1575,3431,2396
1576,3431,2533
1577,3431,2662
1578,3431,2948
1579,3432,260
1580,3432,866
1581,3432,1197
1582,3432,1210
1583,3432,1240
1584,3432,1257
1585,3432,1270
1586,3432,1275
1587,3432,1527
1588,3432,2000
1589,3432,2111
1590,3432,2144
1591,3432,2376
1592,3432,2418
1593,3432,2469
1594,3432,2518
1595,3432,2571
1596,3432,3087
1597,3432,3255
1598,3432,3264
1599,3432,3591
1600,3432,3841
1601,3432,3868
1602,3433,150
1603,3433,377
1604,3433,904
1605,3433,924
1606,3433,1556
1607,3433,1590
1608,3433,1977
1609,3433,2014
1610,3433,2355
1611,3433,2959
1612,3433,3301
1613,3434,42
1614,3434,104
1615,3434,337
1616,3434,344
1617,3434,434
1618,3434,493
1619,3434,507
1620,3434,543
1621,3434,551
1622,3434,585
1623,3434,589
1624,3434,611
1625,3434,1035
1626,3434,1148
1627,3434,1777
1628,3434,1885
1629,3434,1967
1630,3434,2005
1631,3434,2023
1632,3434,2094
1633,3434,2723
1634,3434,2826
1635,3434,2858
1636,3434,2916
1637,3434,2959
1638,3434,3438
1639,3434,3450
1640,3434,3809
1641,3435,34
1642,3435,260
1643,3435,316
1644,3435,377
1645,3435,852
1646,3435,919
1647,3435,943
1648,3435,1196
1649,3435,1207
1650,3435,1375
1651,3435,1961
1652,3435,2000
1653,3435,2006
1654,3435,2100
1655,3435,2716
1656,3435,2966
1657,3435,3095
1658,3435,3396
1659,3435,3421
1660,3436,589
1661,3436,608
1662,3436,750
1663,3436,1214
1664,3436,1240
1665,3436,1617
1666,3436,2232
1667,3436,2352
1668,3436,2401
1669,3436,2490
1670,3436,2598
1671,3436,2699
1672,3436,2701
1673,3436,2762
1674,3436,2826
1675,3436,2858
1676,3436,2987
1677,3436,3005
1678,3436,3074
1679,3436,3452
1680,3436,3660
1681,3437,180
1682,3437,1197
1683,3437,1278
1684,3437,1449
1685,3437,2081
1686,3437,2174
1687,3437,2797
1688,3438,71
1689,3438,429
1690,3438,1097
1691,3438,1449
1692,3438,1784
1693,3438,1916
1694,3438,1923
1695,3438,2333
1696,3438,2336
1697,3438,2369
1698,3438,2690
1699,3438,2692
1700,3438,2858
1701,3438,2912
1702,3438,3114
1703,3438,3481
1704,3438,3578
1705,3438,3753
1706,3438,3825
1707,3439,1200
1708,3439,1235
1709,3439,1240
1710,3439,1962
