user,movie,rating
543,1088,3.334552
5063,1088,3.334552
524,1088,3.334552
264,1088,3.334552
869,1088,3.334552
635,1088,3.334552
1724,1088,3.334552
2350,1088,3.334552
10,1088,3.334552
1611,1088,3.334552
3014,1088,3.334552
38,1088,3.334552
261,1088,3.334552
1447,1088,3.334552
3462,1088,3.334552
249,1088,3.334552
5996,1088,3.334552
1421,1088,3.334552
3842,1088,3.334552
62,1088,3.334552
1912,1088,3.334552
411,1088,3.334552
482,1088,3.334552
2453,1088,3.334552
528,1088,3.334552
2125,1088,3.334552
2116,1088,3.334552
5723,1088,3.334552
352,1088,3.334552
678,1088,3.334552
3507,1088,3.334552
752,1088,3.334552
5458,1088,3.334552
32,1088,3.334552
382,1088,3.334552
265,1088,3.334552
151,1088,3.334552
1579,1088,3.334552
1383,1088,3.334552
639,1088,3.334552
1268,1088,3.334552
33,1088,3.334552
5394,1088,3.334552
1448,1088,3.334552
1958,1088,3.334552
5277,1088,3.334552
5205,1088,3.334552
499,1088,3.334552
5734,1088,3.334552
1092,1088,3.334552
6016,1088,3.334552
3768,1088,3.334552
3363,1088,3.334552
1776,1088,3.334552
1117,1088,3.334552
4467,1088,3.334552
5636,1088,3.334552
517,1088,3.334552
2376,1088,3.334552
5157,1238,3.9833333
4418,1238,3.9833333
193,1238,3.9833333
1274,1238,3.9833333
2962,1238,3.9833333
329,1238,3.9833333
973,1238,3.9833333
91,1238,3.9833333
333,1238,3.9833333
2407,1238,3.9833333
157,1238,3.9833333
5787,1238,3.9833333
1505,1238,3.9833333
935,1238,3.9833333
1266,1238,3.9833333
1590,1238,3.9833333
2781,1238,3.9833333
5761,1238,3.9833333
1952,1238,3.9833333
178,1238,3.9833333
1242,1238,3.9833333
235,1238,3.9833333
397,1238,3.9833333
117,1238,3.9833333
1002,1238,3.9833333
1181,1238,3.9833333
4448,1238,3.9833333
327,1238,3.9833333
4940,1238,3.9833333
498,1238,3.9833333
307,1238,3.9833333
161,1238,3.9833333
549,1238,3.9833333
2436,1238,3.9833333
2832,1238,3.9833333
691,1238,3.9833333
635,1238,3.9833333
5172,1238,3.9833333
1897,1238,3.9833333
3391,1238,3.9833333
464,1238,3.9833333
550,1238,3.9833333
2868,1238,3.9833333
1547,1238,3.9833333
4802,1238,3.9833333
3367,1238,3.9833333
525,1238,3.9833333
5991,1238,3.9833333
5019,1238,3.9833333
4467,1238,3.9833333
393,1238,3.9833333
1088,1342,2.9302325
53,1342,2.9302325
321,1342,2.9302325
4169,1342,2.9302325
1051,1342,2.9302325
2962,1342,2.9302325
1889,1342,2.9302325
548,1342,2.9302325
601,1342,2.9302325
855,1342,2.9302325
1266,1342,2.9302325
2796,1342,2.9302325
3648,1342,2.9302325
1516,1342,2.9302325
676,1342,2.9302325
163,1342,2.9302325
1733,1342,2.9302325
2847,1342,2.9302325
2910,1342,2.9302325
531,1342,2.9302325
5397,1342,2.9302325
1969,1342,2.9302325
721,1342,2.9302325
1451,1342,2.9302325
1643,1342,2.9302325
278,1342,2.9302325
1737,1342,2.9302325
585,1342,2.9302325
543,1342,2.9302325
524,1342,2.9302325
533,1342,2.9302325
2129,1342,2.9302325
1611,1342,2.9302325
710,1342,2.9302325
352,1342,2.9302325
195,1342,2.9302325
621,1342,2.9302325
608,1342,2.9302325
712,1342,2.9302325
1579,1342,2.9302325
424,1342,2.9302325
1448,1342,2.9302325
337,1342,2.9302325
5878,1342,2.9302325
4085,1342,2.9302325
1776,1342,2.9302325
3055,1342,2.9302325
148,1580,3.7305195
463,1580,3.7305195
496,1580,3.7305195
392,1580,3.7305195
623,1580,3.7305195
3475,1580,3.7305195
31,1580,3.7305195
516,1580,3.7305195
137,1580,3.7305195
251,1580,3.7305195
1265,1580,3.7305195
65,1580,3.7305195
458,1580,3.7305195
4294,1580,3.7305195
53,1580,3.7305195
255,1580,3.7305195
481,1580,3.7305195
588,1580,3.7305195
970,1580,3.7305195
4477,1580,3.7305195
472,1580,3.7305195
918,1580,3.7305195
321,1580,3.7305195
362,1580,3.7305195
155,1580,3.7305195
368,1580,3.7305195
530,1580,3.7305195
101,1580,3.7305195
1165,1580,3.7305195
385,1580,3.7305195
4169,1580,3.7305195
210,1580,3.7305195
436,1580,3.7305195
2683,1580,3.7305195
596,1580,3.7305195
1415,1580,3.7305195
2905,1580,3.7305195
406,1580,3.7305195
412,1580,3.7305195
2962,1580,3.7305195
1889,1580,3.7305195
501,1580,3.7305195
577,1580,3.7305195
44,1580,3.7305195
192,1580,3.7305195
271,1580,3.7305195
1875,1580,3.7305195
5892,1580,3.7305195
103,1580,3.7305195
329,1580,3.7305195
460,1580,3.7305195
4610,1580,3.7305195
336,1580,3.7305195
350,1580,3.7305195
973,1580,3.7305195
1260,1580,3.7305195
3054,1580,3.7305195
223,1580,3.7305195
3792,1580,3.7305195
602,1580,3.7305195
2168,1580,3.7305195
409,1580,3.7305195
1978,1580,3.7305195
333,1580,3.7305195
3963,1580,3.7305195
285,1580,3.7305195
22,1580,3.7305195
372,1580,3.7305195
604,1580,3.7305195
5302,1580,3.7305195
122,1580,3.7305195
230,1580,3.7305195
319,1580,3.7305195
493,1580,3.7305195
93,1580,3.7305195
157,1580,3.7305195
190,1580,3.7305195
225,1580,3.7305195
232,1580,3.7305195
346,1580,3.7305195
476,1580,3.7305195
855,1580,3.7305195
5102,1580,3.7305195
5620,1580,3.7305195
177,1580,3.7305195
556,1580,3.7305195
132,1580,3.7305195
185,1580,3.7305195
355,1580,3.7305195
386,1580,3.7305195
435,1580,3.7305195
603,1580,3.7305195
1266,1580,3.7305195
2796,1580,3.7305195
2239,1580,3.7305195
3648,1580,3.7305195
1516,1580,3.7305195
52,1580,3.7305195
1302,1580,3.7305195
212,1580,3.7305195
5761,1580,3.7305195
631,1580,3.7305195
182,1580,3.7305195
442,1580,3.7305195
13,1580,3.7305195
440,1580,3.7305195
86,1580,3.7305195
474,1580,3.7305195
168,1580,3.7305195
1952,1580,3.7305195
3,1580,3.7305195
328,1580,3.7305195
40,1580,3.7305195
429,1580,3.7305195
169,1580,3.7305195
139,1580,3.7305195
359,1580,3.7305195
479,1580,3.7305195
2808,1580,3.7305195
2880,1580,3.7305195
431,1580,3.7305195
4639,1580,3.7305195
377,1580,3.7305195
402,1580,3.7305195
1074,1580,3.7305195
292,1580,3.7305195
306,1580,3.7305195
646,1580,3.7305195
235,1580,3.7305195
620,1580,3.7305195
452,1580,3.7305195
1029,1580,3.7305195
48,1580,3.7305195
5,1580,3.7305195
163,1580,3.7305195
268,1580,3.7305195
2985,1580,3.7305195
258,1580,3.7305195
19,1580,3.7305195
92,1580,3.7305195
419,1580,3.7305195
542,1580,3.7305195
560,1580,3.7305195
415,1580,3.7305195
257,1580,3.7305195
1186,1580,3.7305195
3119,1580,3.7305195
117,1580,3.7305195
1733,1580,3.7305195
309,1580,3.7305195
425,1580,3.7305195
1530,1580,3.7305195
2847,1580,3.7305195
4478,1580,3.7305195
15,1580,3.7305195
1194,1580,3.7305195
563,1580,3.7305195
615,1580,3.7305195
2246,1580,3.7305195
3074,1580,3.7305195
3401,1580,3.7305195
366,1580,3.7305195
179,1580,3.7305195
127,1580,3.7305195
316,1580,3.7305195
461,1580,3.7305195
523,1580,3.7305195
531,1580,3.7305195
979,1580,3.7305195
3410,1580,3.7305195
462,1580,3.7305195
547,1580,3.7305195
202,1580,3.7305195
263,1580,3.7305195
2926,1580,3.7305195
17,1580,3.7305195
231,1580,3.7305195
1219,1580,3.7305195
609,1580,3.7305195
1329,1580,3.7305195
4589,1580,3.7305195
72,1580,3.7305195
398,1580,3.7305195
505,1580,3.7305195
538,1580,3.7305195
1211,1580,3.7305195
175,1580,3.7305195
1865,1580,3.7305195
583,1580,3.7305195
610,1580,3.7305195
1142,1580,3.7305195
456,1580,3.7305195
441,1580,3.7305195
884,1580,3.7305195
1560,1580,3.7305195
5630,1580,3.7305195
229,1580,3.7305195
326,1580,3.7305195
3085,1580,3.7305195
301,1580,3.7305195
494,1580,3.7305195
1737,1580,3.7305195
59,1580,3.7305195
445,1580,3.7305195
1779,1580,3.7305195
3505,1580,3.7305195
8,1580,3.7305195
100,1580,3.7305195
450,1580,3.7305195
495,1580,3.7305195
5276,1580,3.7305195
23,1580,3.7305195
2784,1580,3.7305195
49,1580,3.7305195
380,1580,3.7305195
791,1580,3.7305195
7,1580,3.7305195
162,1580,3.7305195
514,1580,3.7305195
549,1580,3.7305195
130,1580,3.7305195
624,1580,3.7305195
453,1580,3.7305195
1601,1580,3.7305195
314,1580,3.7305195
691,1580,3.7305195
1998,1580,3.7305195
565,1580,3.7305195
273,1580,3.7305195
343,1580,3.7305195
439,1580,3.7305195
585,1580,3.7305195
194,1580,3.7305195
277,1580,3.7305195
331,1580,3.7305195
438,1580,3.7305195
532,1580,3.7305195
3038,1580,3.7305195
129,1580,3.7305195
166,1580,3.7305195
1463,1580,3.7305195
543,1580,3.7305195
1001,1580,3.7305195
2258,1580,3.7305195
5053,1580,3.7305195
524,1580,3.7305195
533,1580,3.7305195
3840,1580,3.7305195
264,1580,3.7305195
1347,1580,3.7305195
1724,1580,3.7305195
403,1580,3.7305195
509,1580,3.7305195
10,1580,3.7305195
2641,1580,3.7305195
3807,1580,3.7305195
267,1580,3.7305195
45,1580,3.7305195
569,1580,3.7305195
1611,1580,3.7305195
216,1580,3.7305195
1447,1580,3.7305195
82,1580,3.7305195
181,1580,3.7305195
249,1580,3.7305195
510,1580,3.7305195
288,1580,3.7305195
576,1580,3.7305195
240,1580,3.7305195
25,1580,3.7305195
73,1580,3.7305195
245,1580,3.7305195
427,1580,3.7305195
113,1580,3.7305195
237,1580,3.7305195
24,1580,3.7305195
2715,1580,3.7305195
3693,1580,3.7305195
121,1580,3.7305195
396,1580,3.7305195
480,1580,3.7305195
143,1580,3.7305195
95,1580,3.7305195
477,1580,3.7305195
482,1580,3.7305195
29,1580,3.7305195
528,1580,3.7305195
214,1580,3.7305195
550,1580,3.7305195
1079,1580,3.7305195
5723,1580,3.7305195
335,1580,3.7305195
338,1580,3.7305195
352,1580,3.7305195
195,1580,3.7305195
678,1580,3.7305195
1348,1580,3.7305195
595,1580,3.7305195
752,1580,3.7305195
5458,1580,3.7305195
1203,1580,3.7305195
60,1580,3.7305195
90,1580,3.7305195
371,1580,3.7305195
3746,1580,3.7305195
75,1580,3.7305195
621,1580,3.7305195
457,1580,3.7305195
151,1580,3.7305195
608,1580,3.7305195
1547,1580,3.7305195
272,1580,3.7305195
515,1580,3.7305195
5484,1580,3.7305195
109,1580,3.7305195
487,1580,3.7305195
213,1580,3.7305195
303,1580,3.7305195
426,1580,3.7305195
1842,1580,3.7305195
611,1580,3.7305195
612,1580,3.7305195
4785,1580,3.7305195
58,1580,3.7305195
204,1580,3.7305195
575,1580,3.7305195
369,1580,3.7305195
508,1580,3.7305195
541,1580,3.7305195
260,1580,3.7305195
567,1580,3.7305195
147,1580,3.7305195
198,1580,3.7305195
546,1580,3.7305195
1228,1580,3.7305195
5394,1580,3.7305195
349,1580,3.7305195
424,1580,3.7305195
123,1580,3.7305195
342,1580,3.7305195
1448,1580,3.7305195
199,1580,3.7305195
242,1580,3.7305195
284,1580,3.7305195
4640,1580,3.7305195
522,1580,3.7305195
42,1580,3.7305195
337,1580,3.7305195
566,1580,3.7305195
5991,1580,3.7305195
149,1580,3.7305195
3274,1580,3.7305195
294,1580,3.7305195
118,1580,3.7305195
1390,1580,3.7305195
571,1580,3.7305195
184,1580,3.7305195
302,1580,3.7305195
557,1580,3.7305195
605,1580,3.7305195
5242,1580,3.7305195
616,1580,3.7305195
628,1580,3.7305195
632,1580,3.7305195
174,1580,3.7305195
3363,1580,3.7305195
1776,1580,3.7305195
2282,1580,3.7305195
252,1580,3.7305195
551,1580,3.7305195
1063,1580,3.7305195
18,1580,3.7305195
475,1580,3.7305195
134,1580,3.7305195
584,1580,3.7305195
701,1580,3.7305195
4232,1580,3.7305195
36,1580,3.7305195
187,1580,3.7305195
208,1580,3.7305195
422,1580,3.7305195
2376,1580,3.7305195
623,1591,2.6377552
5682,1591,2.6377552
53,1591,2.6377552
255,1591,2.6377552
970,1591,2.6377552
3313,1591,2.6377552
210,1591,2.6377552
436,1591,2.6377552
192,1591,2.6377552
271,1591,2.6377552
103,1591,2.6377552
329,1591,2.6377552
93,1591,2.6377552
476,1591,2.6377552
5787,1591,2.6377552
2796,1591,2.6377552
1516,1591,2.6377552
770,1591,2.6377552
4979,1591,2.6377552
474,1591,2.6377552
839,1591,2.6377552
163,1591,2.6377552
117,1591,2.6377552
2131,1591,2.6377552
2847,1591,2.6377552
262,1591,2.6377552
563,1591,2.6377552
3401,1591,2.6377552
461,1591,2.6377552
937,1591,2.6377552
2887,1591,2.6377552
202,1591,2.6377552
1219,1591,2.6377552
1329,1591,2.6377552
698,1591,2.6377552
437,1591,2.6377552
301,1591,2.6377552
890,1591,2.6377552
445,1591,2.6377552
1779,1591,2.6377552
791,1591,2.6377552
549,1591,2.6377552
244,1591,2.6377552
1422,1591,2.6377552
585,1591,2.6377552
2077,1591,2.6377552
543,1591,2.6377552
5053,1591,2.6377552
524,1591,2.6377552
1639,1591,2.6377552
5473,1591,2.6377552
1611,1591,2.6377552
1447,1591,2.6377552
73,1591,2.6377552
245,1591,2.6377552
550,1591,2.6377552
335,1591,2.6377552
195,1591,2.6377552
678,1591,2.6377552
639,1591,2.6377552
170,1591,2.6377552
58,1591,2.6377552
4728,1591,2.6377552
147,1591,2.6377552
424,1591,2.6377552
1448,1591,2.6377552
199,1591,2.6377552
284,1591,2.6377552
42,1591,2.6377552
566,1591,2.6377552
3274,1591,2.6377552
571,1591,2.6377552
3768,1591,2.6377552
302,1591,2.6377552
4079,1591,2.6377552
1101,1591,2.6377552
3312,1591,2.6377552
996,1591,2.6377552
716,1591,2.6377552
18,1591,2.6377552
475,1591,2.6377552
1246,1591,2.6377552
134,1591,2.6377552
392,1645,3.4455884
4489,1645,3.4455884
137,1645,3.4455884
4042,1645,3.4455884
53,1645,3.4455884
588,1645,3.4455884
970,1645,3.4455884
133,1645,3.4455884
513,1645,3.4455884
321,1645,3.4455884
1561,1645,3.4455884
34,1645,3.4455884
368,1645,3.4455884
4169,1645,3.4455884
2962,1645,3.4455884
667,1645,3.4455884
1889,1645,3.4455884
26,1645,3.4455884
44,1645,3.4455884
192,1645,3.4455884
271,1645,3.4455884
1260,1645,3.4455884
3679,1645,3.4455884
1925,1645,3.4455884
285,1645,3.4455884
727,1645,3.4455884
2242,1645,3.4455884
319,1645,3.4455884
1425,1645,3.4455884
355,1645,3.4455884
259,1645,3.4455884
2781,1645,3.4455884
3648,1645,3.4455884
3125,1645,3.4455884
1902,1645,3.4455884
442,1645,3.4455884
474,1645,3.4455884
3509,1645,3.4455884
308,1645,3.4455884
429,1645,3.4455884
839,1645,3.4455884
570,1645,3.4455884
5492,1645,3.4455884
3613,1645,3.4455884
676,1645,3.4455884
5096,1645,3.4455884
163,1645,3.4455884
1806,1645,3.4455884
19,1645,3.4455884
4465,1645,3.4455884
1733,1645,3.4455884
904,1645,3.4455884
2847,1645,3.4455884
15,1645,3.4455884
3112,1645,3.4455884
1194,1645,3.4455884
2841,1645,3.4455884
4520,1645,3.4455884
3401,1645,3.4455884
461,1645,3.4455884
531,1645,3.4455884
3471,1645,3.4455884
202,1645,3.4455884
2926,1645,3.4455884
398,1645,3.4455884
3620,1645,3.4455884
1211,1645,3.4455884
5453,1645,3.4455884
2271,1645,3.4455884
721,1645,3.4455884
1643,1645,3.4455884
278,1645,3.4455884
890,1645,3.4455884
1737,1645,3.4455884
23,1645,3.4455884
5792,1645,3.4455884
549,1645,3.4455884
343,1645,3.4455884
443,1645,3.4455884
1837,1645,3.4455884
331,1645,3.4455884
3821,1645,3.4455884
391,1645,3.4455884
438,1645,3.4455884
129,1645,3.4455884
2077,1645,3.4455884
543,1645,3.4455884
524,1645,3.4455884
869,1645,3.4455884
403,1645,3.4455884
509,1645,3.4455884
2129,1645,3.4455884
3266,1645,3.4455884
2395,1645,3.4455884
5473,1645,3.4455884
1447,1645,3.4455884
3462,1645,3.4455884
82,1645,3.4455884
249,1645,3.4455884
245,1645,3.4455884
3842,1645,3.4455884
3391,1645,3.4455884
482,1645,3.4455884
21,1645,3.4455884
214,1645,3.4455884
352,1645,3.4455884
4117,1645,3.4455884
195,1645,3.4455884
1203,1645,3.4455884
60,1645,3.4455884
90,1645,3.4455884
221,1645,3.4455884
414,1645,3.4455884
712,1645,3.4455884
1579,1645,3.4455884
3992,1645,3.4455884
4834,1645,3.4455884
272,1645,3.4455884
303,1645,3.4455884
1842,1645,3.4455884
536,1645,3.4455884
4328,1645,3.4455884
110,1645,3.4455884
4728,1645,3.4455884
147,1645,3.4455884
2946,1645,3.4455884
4089,1645,3.4455884
424,1645,3.4455884
123,1645,3.4455884
1448,1645,3.4455884
1958,1645,3.4455884
284,1645,3.4455884
566,1645,3.4455884
149,1645,3.4455884
357,1645,3.4455884
2276,1645,3.4455884
302,1645,3.4455884
1101,1645,3.4455884
3312,1645,3.4455884
716,1645,3.4455884
144,1645,3.4455884
2528,1645,3.4455884
1246,1645,3.4455884
1928,1645,3.4455884
36,1645,3.4455884
517,1645,3.4455884
4169,1829,3.03125
1266,1829,3.03125
1164,1829,3.03125
1203,1829,3.03125
1228,1829,3.03125
1088,1959,3.6111112
392,1959,3.6111112
516,1959,3.6111112
137,1959,3.6111112
2247,1959,3.6111112
133,1959,3.6111112
613,1959,3.6111112
2683,1959,3.6111112
1243,1959,3.6111112
412,1959,3.6111112
5405,1959,3.6111112
1260,1959,3.6111112
4305,1959,3.6111112
604,1959,3.6111112
230,1959,3.6111112
4277,1959,3.6111112
416,1959,3.6111112
2998,1959,3.6111112
696,1959,3.6111112
291,1959,3.6111112
660,1959,3.6111112
3020,1959,3.6111112
146,1959,3.6111112
1546,1959,3.6111112
5539,1959,3.6111112
218,1959,3.6111112
6,1959,3.6111112
178,1959,3.6111112
1834,1959,3.6111112
169,1959,3.6111112
881,1959,3.6111112
545,1959,3.6111112
1701,1959,3.6111112
754,1959,3.6111112
553,1959,3.6111112
554,1959,3.6111112
1181,1959,3.6111112
347,1959,3.6111112
511,1959,3.6111112
1194,1959,3.6111112
366,1959,3.6111112
531,1959,3.6111112
318,1959,3.6111112
1164,1959,3.6111112
175,1959,3.6111112
1865,1959,3.6111112
721,1959,3.6111112
594,1959,3.6111112
485,1959,3.6111112
1451,1959,3.6111112
326,1959,3.6111112
114,1959,3.6111112
59,1959,3.6111112
1015,1959,3.6111112
648,1959,3.6111112
136,1959,3.6111112
2814,1959,3.6111112
543,1959,3.6111112
10,1959,3.6111112
3982,1959,3.6111112
45,1959,3.6111112
245,1959,3.6111112
24,1959,3.6111112
1897,1959,3.6111112
1912,1959,3.6111112
156,1959,3.6111112
143,1959,3.6111112
411,1959,3.6111112
2359,1959,3.6111112
2453,1959,3.6111112
678,1959,3.6111112
3507,1959,3.6111112
287,1959,3.6111112
1712,1959,3.6111112
4241,1959,3.6111112
630,1959,3.6111112
334,1959,3.6111112
943,1959,3.6111112
4834,1959,3.6111112
376,1959,3.6111112
1980,1959,3.6111112
2427,1959,3.6111112
612,1959,3.6111112
83,1959,3.6111112
150,1959,3.6111112
413,1959,3.6111112
4371,1959,3.6111112
600,1959,3.6111112
424,1959,3.6111112
123,1959,3.6111112
499,1959,3.6111112
2762,1959,3.6111112
506,1959,3.6111112
149,1959,3.6111112
1449,1959,3.6111112
4079,1959,3.6111112
3312,1959,3.6111112
535,1959,3.6111112
3363,1959,3.6111112
551,1959,3.6111112
934,1959,3.6111112
2643,1959,3.6111112
208,1959,3.6111112
2057,1959,3.6111112
148,2122,2.519337
4186,2122,2.519337
1051,2122,2.519337
2962,2122,2.519337
2255,2122,2.519337
601,2122,2.519337
22,2122,2.519337
2638,2122,2.519337
1425,2122,2.519337
305,2122,2.519337
435,2122,2.519337
1266,2122,2.519337
3648,2122,2.519337
5132,2122,2.519337
5054,2122,2.519337
117,2122,2.519337
2041,2122,2.519337
4520,2122,2.519337
531,2122,2.519337
3410,2122,2.519337
202,2122,2.519337
503,2122,2.519337
583,2122,2.519337
1643,2122,2.519337
278,2122,2.519337
549,2122,2.519337
1422,2122,2.519337
264,2122,2.519337
2129,2122,2.519337
356,2122,2.519337
3842,2122,2.519337
1912,2122,2.519337
482,2122,2.519337
390,2122,2.519337
528,2122,2.519337
195,2122,2.519337
678,2122,2.519337
1712,2122,2.519337
621,2122,2.519337
749,2122,2.519337
370,2122,2.519337
424,2122,2.519337
123,2122,2.519337
1448,2122,2.519337
1958,2122,2.519337
2611,2122,2.519337
302,2122,2.519337
1101,2122,2.519337
1851,2122,2.519337
1776,2122,2.519337
3055,2122,2.519337
5636,2122,2.519337
148,2142,2.803681
1088,2142,2.803681
918,2142,2.803681
4126,2142,2.803681
2168,2142,2.803681
476,2142,2.803681
1425,2142,2.803681
770,2142,2.803681
92,2142,2.803681
2847,2142,2.803681
3401,2142,2.803681
531,2142,2.803681
614,2142,2.803681
310,2142,2.803681
494,2142,2.803681
629,2142,2.803681
1422,2142,2.803681
343,2142,2.803681
438,2142,2.803681
2258,2142,2.803681
509,2142,2.803681
1611,2142,2.803681
1556,2142,2.803681
528,2142,2.803681
2125,2142,2.803681
550,2142,2.803681
352,2142,2.803681
75,2142,2.803681
2195,2142,2.803681
639,2142,2.803681
536,2142,2.803681
5394,2142,2.803681
424,2142,2.803681
284,2142,2.803681
5643,2142,2.803681
3312,2142,2.803681
5198,2142,2.803681
18,2142,2.803681
148,2366,3.6919432
5156,2366,3.6919432
392,2366,3.6919432
31,2366,3.6919432
516,2366,3.6919432
4186,2366,3.6919432
53,2366,3.6919432
588,2366,3.6919432
296,2366,3.6919432
193,2366,3.6919432
2342,2366,3.6919432
874,2366,3.6919432
44,2366,3.6919432
271,2366,3.6919432
1875,2366,3.6919432
360,2366,3.6919432
476,2366,3.6919432
5787,2366,3.6919432
1505,2366,3.6919432
556,2366,3.6919432
305,2366,3.6919432
660,2366,3.6919432
2796,2366,3.6919432
146,2366,3.6919432
3970,2366,3.6919432
2781,2366,3.6919432
3648,2366,3.6919432
770,2366,3.6919432
777,2366,3.6919432
205,2366,3.6919432
40,2366,3.6919432
169,2366,3.6919432
139,2366,3.6919432
479,2366,3.6919432
295,2366,3.6919432
340,2366,3.6919432
1029,2366,3.6919432
544,2366,3.6919432
1087,2366,3.6919432
1010,2366,3.6919432
19,2366,3.6919432
560,2366,3.6919432
5054,2366,3.6919432
415,2366,3.6919432
299,2366,3.6919432
5291,2366,3.6919432
615,2366,3.6919432
2246,2366,3.6919432
